run,suite,variant,cfg_model,cfg_n_factors,cfg_lookback,cfg_objective,cfg_gamma,cfg_turnover_bps,cfg_short_bps,cfg_protocol,cfg_train_window,cfg_test_start,cfg_retrain_every,cfg_epochs,cfg_batch_dates,cfg_learning_rate,cfg_dropout,cfg_features,cfg_attention_heads,cfg_transformer_ff,cfg_seed,cfg_device,cfg_neutralize,cfg_cost_weight,observations,start_date,end_date,sharpe,mean_return,volatility,sortino,calmar,cagr,total_return,max_drawdown,max_drawdown_duration_days,hit_rate,positive_month_fraction,skewness,excess_kurtosis,var_95,cvar_95,hac_t_stat,hac_p_value,turnover,short_fraction,net_exposure,effective_positions,active_days_fraction,break_even_cost_bps,net_sharpe,net_mean_return,net_volatility,runtime_seconds,cfg_kind,cfg_members,cfg_smoothing_days,cfg_dataset,cfg_factor_model,cfg_max_blocks
ensemble__final-cnn_neutral_cw0.5_k7_b5__ens,ensemble,final-cnn_neutral_cw0.5_k7_b5,cnn_transformer,7,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,0.5,1483,2020-02-07,2025-12-31,0.6551023547670028,0.02621917779961665,0.04002302481257589,0.9558418187794783,0.3791691580636452,0.025742873149375844,0.16134363637245008,-0.06789284571783338,386,0.5097774780849629,0.5492957746478874,0.04361753341856859,2.3472576214507033,0.003877153558125861,0.005512279844979686,1.5505456306471508,0.1210106101963099,0.22899670798908645,0.5,2.555697737333919e-19,36.45001894419451,1.0,4.543486989893482,-0.3823612500790563,-0.01529991409264099,0.04001429038501577,0.0,ensemble,"['final__cnn_neutral_cw0.5_k7__s0', 'final__cnn_neutral_cw0.5_k7__s1', 'final__cnn_neutral_cw0.5_k7__s2']",5.0,,,
ensemble__final-cnn_neutral_cw0.5_k8_b10__ens,ensemble,final-cnn_neutral_cw0.5_k8_b10,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,0.5,1483,2020-02-07,2025-12-31,0.9644287395751338,0.0374951594059477,0.03887810251534571,1.454553822731019,0.7965439623528308,0.037420103573927666,0.2413433042176163,-0.046978076970662364,434,0.5279838165879973,0.5774647887323944,0.10834769026510918,3.012344902142619,0.003584088108325576,0.005136244066479532,2.334290384734236,0.01958052187356276,0.16794831215491438,0.5,-8.537932183019753e-19,35.24000834693761,1.0,8.859292075869384,0.09427634926758653,0.0036629785392508205,0.03885363155985297,0.0,ensemble,"['final__cnn_neutral_cw0.5_k8__s0', 'final__cnn_neutral_cw0.5_k8__s1', 'final__cnn_neutral_cw0.5_k8__s2']",10.0,,,
ensemble__final-cnn_neutral_cw0.5_k8_b1__ens,ensemble,final-cnn_neutral_cw0.5_k8_b1,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,0.5,1483,2020-02-07,2025-12-31,1.0095727074075835,0.038690623680752524,0.03832376152491649,1.5330601179364958,0.8211375657796403,0.03868317676909938,0.2502639843003345,-0.047109252311908434,357,0.5151719487525287,0.5492957746478874,0.18825230308413393,2.340352846524799,0.0038263792426239964,0.00493445353612769,2.3406846723872854,0.01924841640478208,0.47223936778963954,0.5,-5.123526951269107e-19,36.09948159320844,1.0,3.2511948691189896,-0.8735186858959824,-0.033456376741428845,0.03830069955185,0.0,ensemble,"['final__cnn_neutral_cw0.5_k8__s0', 'final__cnn_neutral_cw0.5_k8__s1', 'final__cnn_neutral_cw0.5_k8__s2']",1.0,,,
ensemble__final-cnn_neutral_cw0.5_k8_b20__ens,ensemble,final-cnn_neutral_cw0.5_k8_b20,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,0.5,1483,2020-02-07,2025-12-31,0.6332782081217542,0.0248691260983672,0.0392704593011763,0.9246792974347479,0.4247806063978221,0.024389378883491908,0.1523544637497174,-0.05741641335821812,442,0.5144976399190829,0.5633802816901409,-0.1920507188631913,3.6234562268498163,0.00359333050493447,0.0052272887189100115,1.5754079754251913,0.11516230466900047,0.11696028239902763,0.5,1.4049894850248875e-19,33.8265475957335,1.0,8.437651337927552,-0.06476241039937848,-0.00254289511062486,0.03926498558258208,0.0,ensemble,"['final__cnn_neutral_cw0.5_k8__s0', 'final__cnn_neutral_cw0.5_k8__s1', 'final__cnn_neutral_cw0.5_k8__s2']",20.0,,,
ensemble__final-cnn_neutral_cw0.5_k8_b2__ens,ensemble,final-cnn_neutral_cw0.5_k8_b2,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,0.5,1483,2020-02-07,2025-12-31,0.9824712126050696,0.03788752239507936,0.03856349367694833,1.497991475221099,0.8299975666282973,0.03783999684197381,0.24430299347389162,-0.04559049130190995,309,0.5198921105866486,0.5352112676056338,0.260753521456275,2.886794073132948,0.0037391964653887074,0.004893627091770427,2.2623389072941946,0.023676472325727352,0.3587340585903266,0.5,2.068245411976731e-19,36.45511814968076,1.0,4.19105204792615,-0.5177529375429627,-0.01996745280970073,0.038565600234849166,0.0,ensemble,"['final__cnn_neutral_cw0.5_k8__s0', 'final__cnn_neutral_cw0.5_k8__s1', 'final__cnn_neutral_cw0.5_k8__s2']",2.0,,,
ensemble__final-cnn_neutral_cw0.5_k8_b3__ens,ensemble,final-cnn_neutral_cw0.5_k8_b3,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,0.5,1483,2020-02-07,2025-12-31,1.0391142797003925,0.04094037436817887,0.03939929916080375,1.614874196769337,0.928799488962974,0.040979309251133245,0.2666171358940619,-0.044120727603852994,303,0.5185434929197572,0.5774647887323944,0.6124996177386093,5.739654402213869,0.003710714777448813,0.004956414876301377,2.3981104712808357,0.016479894198818578,0.30206715899355674,0.5,3.2139103056045384e-19,36.3947290509191,1.0,5.378333864218395,-0.24830682724939032,-0.009779386072269435,0.039384281860471666,0.0,ensemble,"['final__cnn_neutral_cw0.5_k8__s0', 'final__cnn_neutral_cw0.5_k8__s1', 'final__cnn_neutral_cw0.5_k8__s2']",3.0,,,
ensemble__final-cnn_neutral_cw0.5_k8_b5__ens,ensemble,final-cnn_neutral_cw0.5_k8_b5,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,0.5,1483,2020-02-07,2025-12-31,1.1939323443592036,0.04587008626810803,0.03841933463384561,1.8432720802574496,1.1598229188246225,0.046162267384564304,0.30418399280517217,-0.039801133979440295,146,0.5367498314227916,0.5915492957746479,0.2857186779561026,2.928996836878923,0.0035097623222256594,0.004874127256813872,2.8551928626379137,0.004301070154231186,0.23724655050876045,0.5,6.155844785974045e-19,36.12047707973771,1.0,7.672362420748883,0.08627018550669527,0.003312215149023838,0.03839350906190857,0.0,ensemble,"['final__cnn_neutral_cw0.5_k8__s0', 'final__cnn_neutral_cw0.5_k8__s1', 'final__cnn_neutral_cw0.5_k8__s2']",5.0,,,
ensemble__final-cnn_neutral_cw0_b10__ens,ensemble,final-cnn_neutral_cw0_b10,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.24718964037668315,0.01140434891965856,0.04613603103382445,0.35242677472921274,0.1470977042786297,0.010393477667500317,0.06273855519475235,-0.07065696720740922,691,0.4996628455832771,0.5915492957746479,-0.027952098735774526,2.8286224231336705,0.004485868949700766,0.0065976809360510065,0.6244625505929092,0.5323238571666972,0.28787716448748984,0.5,1.0829730322950181e-18,30.897777446074308,1.0,1.5720369115194124,-0.8129674470858854,-0.037528677836294204,0.04616258371822546,0.0,ensemble,"['final__cnn_neutral_cw0__s0', 'final__cnn_neutral_cw0__s1', 'final__cnn_neutral_cw0__s2']",10.0,,,
ensemble__final-cnn_neutral_cw0_b1__ens,ensemble,final-cnn_neutral_cw0_b1,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.5420609282280775,0.024769782240581482,0.045695568432778375,0.7714229082789992,0.26583039443393736,0.024007965088796324,0.14983177838368422,-0.09031309282717348,1114,0.5252865812542145,0.5492957746478874,-0.19829015491595411,3.0027328010287793,0.004359233819619487,0.006567122598514247,1.4296306380864983,0.15282305730340523,1.074409373981807,0.5,-6.969727502440321e-19,30.35025156118654,1.0,0.914854142650458,-2.6966507396366013,-0.12319947684395718,0.04568610796834575,0.0,ensemble,"['final__cnn_neutral_cw0__s0', 'final__cnn_neutral_cw0__s1', 'final__cnn_neutral_cw0__s2']",1.0,,,
ensemble__final-cnn_neutral_cw0_b20__ens,ensemble,final-cnn_neutral_cw0_b20,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,-0.05118833580184182,-0.002407729143782564,0.04703667556420014,-0.07238606340299981,-0.03411615763328588,-0.003507827025486354,-0.02046721899202819,-0.10282010838359756,546,0.4915711395819285,0.4788732394366197,0.009400808816530179,2.8210738757167135,0.004557764610098387,0.006730747099659748,-0.12538389320212606,0.9002196388448179,0.1933836371891167,0.5,1.6491668655243387e-19,31.185563672301953,1.0,-0.49406872619487574,-0.8381925102697145,-0.03944259990548057,0.04705673150525848,0.0,ensemble,"['final__cnn_neutral_cw0__s0', 'final__cnn_neutral_cw0__s1', 'final__cnn_neutral_cw0__s2']",20.0,,,
ensemble__final-cnn_neutral_cw0_b2__ens,ensemble,final-cnn_neutral_cw0_b2,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.6211479577352947,0.027699563062349733,0.0445941465594483,0.8994269003979042,0.5047224558176095,0.02706353621532509,0.17017079111022237,-0.05362063031549558,479,0.5111260957518543,0.5633802816901409,-0.06718730810287375,2.2619348661655483,0.0044940267721868595,0.006368736996371736,1.5257666753890935,0.12706798272198297,0.7282341656592454,0.5,8.862157889586426e-19,30.835081520742314,1.0,1.5093895099190322,-1.7196928133612477,-0.07668103182765851,0.04458995887630688,0.0,ensemble,"['final__cnn_neutral_cw0__s0', 'final__cnn_neutral_cw0__s1', 'final__cnn_neutral_cw0__s2']",2.0,,,
ensemble__final-cnn_neutral_cw0_b3__ens,ensemble,final-cnn_neutral_cw0_b3,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.73086395191706,0.03319891701143993,0.04542420914912959,1.0678394309258141,0.43554577400732514,0.032688124710722466,0.2083911414282229,-0.07505095138444096,663,0.5151719487525287,0.5211267605633803,-0.033803726401031624,2.6855397050345493,0.004368498840847531,0.006384676775077357,1.732997156092095,0.08309617426916016,0.5818191239599435,0.5,2.692422448671569e-19,30.899728377086483,1.0,2.264307389480905,-1.1616597956296204,-0.052745822472908134,0.0454055676811298,0.0,ensemble,"['final__cnn_neutral_cw0__s0', 'final__cnn_neutral_cw0__s1', 'final__cnn_neutral_cw0__s2']",3.0,,,
ensemble__final-cnn_neutral_cw0_b5__ens,ensemble,final-cnn_neutral_cw0_b5,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.5823387899674494,0.026770448114675608,0.04597057344603814,0.8343732916070774,0.46537074485223995,0.026045586274624055,0.16336203595944632,-0.055967390650853654,428,0.5212407282535402,0.5211267605633803,-0.19642351434577707,3.0830717093890874,0.004297026227531364,0.00652511214615333,1.4480992808635107,0.14758928666455706,0.4327119797588435,0.5,-7.598622335591207e-19,30.87467669590716,1.0,2.4550264825624426,-0.8789149638136,-0.04039945977765641,0.04596515185310272,0.0,ensemble,"['final__cnn_neutral_cw0__s0', 'final__cnn_neutral_cw0__s1', 'final__cnn_neutral_cw0__s2']",5.0,,,
ensemble__final-cnn_neutral_cw1_b10__ens,ensemble,final-cnn_neutral_cw1_b10,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,-0.23140359812117972,-0.01026412262280301,0.04435593355565703,-0.3196991613166651,-0.1319132375449073,-0.01118552937979922,-0.06405341389207886,-0.08479459368883524,1293,0.48415374241402565,0.4507042253521127,-0.21656659158571837,3.54220800839993,0.00441260486843583,0.006508287051009258,-0.5716862869810069,0.5675345262929539,0.13481124054243337,0.5,1.4816839490110056e-18,38.150353590236406,1.0,-3.0213092888024375,-0.8998957828682581,-0.03992384788846024,0.04436496830911915,0.0,ensemble,"['final__cnn_neutral_cw1__s0', 'final__cnn_neutral_cw1__s1', 'final__cnn_neutral_cw1__s2']",10.0,,,
ensemble__final-cnn_neutral_cw1_b1__ens,ensemble,final-cnn_neutral_cw1_b1,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,-0.13172211451645854,-0.005942787940356129,0.0451160988583552,-0.1827811175684393,-0.08219112636556654,-0.0069366459670738845,-0.04013617321864971,-0.08439653127785762,1293,0.5057316250842886,0.4507042253521127,-0.07802452629866058,4.0317830209438785,0.00459061175197894,0.0066150703189974186,-0.3440725644738038,0.7307917150360952,0.39612862090816936,0.5,1.4067395247756545e-18,38.30241432407234,1.0,-0.595324108940791,-1.5173604567788626,-0.06850630084623899,0.0451483367318455,0.0,ensemble,"['final__cnn_neutral_cw1__s0', 'final__cnn_neutral_cw1__s1', 'final__cnn_neutral_cw1__s2']",1.0,,,
ensemble__final-cnn_neutral_cw1_b20__ens,ensemble,final-cnn_neutral_cw1_b20,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,-0.37029141306179303,-0.01714790857813914,0.04630922558087393,-0.5155992742809373,-0.1341406544372367,-0.018055946484169083,-0.10167989576937098,-0.13460458024392086,1399,0.4935940660822657,0.4225352112676056,-0.0019512769166452402,3.591665858515296,0.004610343237518331,0.00662052152267821,-0.906047390260312,0.3649107695510847,0.09653722141631285,0.5,-5.173355106574883e-20,36.65729605165461,1.0,-7.048810320426137,-0.9065411676194994,-0.0419883593060629,0.0463171015347497,0.0,ensemble,"['final__cnn_neutral_cw1__s0', 'final__cnn_neutral_cw1__s1', 'final__cnn_neutral_cw1__s2']",20.0,,,
